Berliner Morgenpost,Germany,https://www.morgenpost.de,https://www.google.com/search?q=site:https://www.morgenpost.de+Israel,
Berliner Zeitung,Germany,https://www.berliner-zeitung.de,https://www.google.com/search?q=site:https://www.berliner-zeitung.de+Israel,
BILD,Germany,https://www.bild.de,https://www.google.com/search?q=site:https://www.bild.de+Israel,
Der Spiegel,Germany,https://www.spiegel.de,https://www.google.com/search?q=site:https://www.spiegel.de+Israel,
Deutsche Welle (DW),Germany,https://www.dw.com,https://www.google.com/search?q=site:https://www.dw.com+Israel,
Deutsche Wirtschafts Nachrichten,Germany,https://www.deutsche-wirtschafts-nachrichten.de,https://www.google.com/search?q=site:https://www.deutsche-wirtschafts-nachrichten.de+Israel,
Die Welt,Germany,https://www.welt.de,https://www.google.com/search?q=site:https://www.welt.de+Israel,
Die Zeit,Germany,https://www.zeit.de,https://www.google.com/search?q=site:https://www.zeit.de+Israel,
Financial Times Deutschland,Germany,https://www.ftd.de,https://www.google.com/search?q=site:https://www.ftd.de+Israel,
Frankfurter Allgemeine Zeitung,Germany,https://www.faz.net,https://www.google.com/search?q=site:https://www.faz.net+Israel,
Frankfurter Neue Presse,Germany,https://www.fnp.de,https://www.google.com/search?q=site:https://www.fnp.de+Israel,
Frankfurter Rundschau,Germany,https://www.fr.de,https://www.google.com/search?q=site:https://www.fr.de+Israel,
InfoMigrants,Germany,https://www.infomigrants.net,https://www.google.com/search?q=site:https://www.infomigrants.net+Israel,
Stuttgarter Zeitung,Germany,https://www.stuttgarter-zeitung.de,https://www.google.com/search?q=site:https://www.stuttgarter-zeitung.de+Israel,
Süddeutsche Zeitung,Germany,https://www.sueddeutsche.de,https://www.google.com/search?q=site:https://www.sueddeutsche.de+Israel,
